"id","Company_name","Company_ch_name","Company_ch_fullname","Company_en_fullname","Company_en_name","stock_number","tax_id_number","ch_address","en_address","established_date","listed_date","current_state","TEJ_sector","listed_sector","phone","website","ceo","top_manager","finance_manager","spokesman","staff_number","capital","TEJ_sector_name","new_TEJ_sector_name","TEJ_subsector_name","TEJ_new_sector_name","TEJ_sector_num","TEJ_industry_name","TEJ_subsecor_code","TEJ_subsector_fullname","main_bussiness1","main_bussiness2","main_bussiness3","main_product_dis","last_listed_date","last_IPO_date","first_OTC_date","unlisted_date","last_unIPO_date","update_time"
"111","1409 新纖","新纖","新光合成纖維","Shinkong Synthetic Fibers Corporation","Shinkong Synthetic","1409","ID 07435515","台北市中山區南京東路二段 123號 8樓","8/F, 123, Nanking E. Rd. Sec.2, Taipei, Taiwan","1967-04-25","1973-10-08","Current","4","TSE","02-25071251","http://www.shinkong.com.tw","吳東昇","羅時銓","文承嘉(財會部部長)","文承嘉(協理)","4380","16184092910","M14A 人纖","M1400 紡織纖維","M14A1 聚酯絲棉","紡織纖維","M14A","人纖","M14A1","聚酯絲棉","各種合成纖維及各種合成纖維假撚絲之製造及銷售。","各種工程用塑膠及其加工品之製造及銷售。","各種合成薄膜、膠片及有關合成薄膜原料及加工品之製造及銷售。","2019/12:聚酯粒(37.5%),聚酯絲(21.6%),工程塑膠(11.6%)","1973-10-08","1972-05-29","0000-00-00","0000-00-00","0000-00-00",\N
"112","1410 南染","南染","南洋染整","Nan Yang Dyeing & Finishing Co., Ltd.","Nan Yang D&F","1410","ID 35286207","桃園縣蘆竹鄉山腳村南山路三段233 號","233, Nan Shan Rd., Sec.3, Lu Chu, Taoyuan, Taiwan","1964-12-22","1973-10-08","Current","4","TSE","02-25940361","http://www.nydf.com.tw","何鈞","何鈞","何承榮(財務主管)","張愛玉(財務經理)","177","630000000","M14E 染整","M1400 紡織纖維","M14E 染整","紡織纖維","M14E","染整","M14E","染整","絲棉毛合成化學纖維織品之印染及樹脂加工定型整理業務","前各項有關產品及原材料之買賣,進出口布匹業務","工業廠房開發租售,廠房出租,倉庫出租,辦公大樓出租業","2019/12:直接生產成品布(100%)","1973-10-08","1973-10-08","0000-00-00","0000-00-00","0000-00-00",\N
"113","1413 宏洲","宏洲","宏洲纖維工業","Hung Chou Fiber Ind. Co., Ltd.","H.C.","1413","ID 07220710","台北市內湖區瑞光路607 號7 樓","7F, No.607, Ruiguang Rd., Taipei, Taiwan","1968-07-30","1975-12-27","Current","4","TSE","02-26575859","http://www.hungchou.com.tw/","詹正田","林金鈴","林勝欽(副理)","張恒嘉(董事)","226","1321124540","M14A 人纖","M1400 紡織纖維","M14A2 加工絲","紡織纖維","M14A","人纖","M14A2","加工絲","合成化學纖維之製造及加工買賣業務","塑膠抽絲品之製造及加工買賣業務","0","2019/12:聚酯絲(87.6%),聚酯粒(11.8%),聚酯加工絲(0.6%)","1975-12-27","1975-07-25","0000-00-00","0000-00-00","0000-00-00",\N
"114","1414 東和","東和","東和紡織","Tung Ho Textile Co., Ltd.","Tung Ho Textile","1414","ID 73141105","台北市大安區仁愛路四段376 號13樓","13/F, 376, Jen Ai Rd., Sec. 4, Taipei, Taiwan","1959-09-11","1976-02-05","Current","4","TSE","02-27001840","http://www.tungho.com.tw","蔡淑櫻","張嘉亨","郭彥良(財務部處長)","張嘉亨(總經理)","238","2200000000","M14B 棉紡","M1400 紡織纖維","M14B1 聚酯紗棉紗","紡織纖維","M14B","棉紡","M14B1","聚酯紗棉紗","天然纖維紡織及其加工業務。","0","0","2019/12:混紡紗(84%),租賃(16%)","1976-02-05","1974-06-16","0000-00-00","0000-00-00","0000-00-00",\N
"115","1416 廣豐","廣豐","廣豐實業","Kwong Fong Ind. Corp.","Kwong Fong","1416","ID 43434316","桃園市八德區廣豐 1街12巷30號 1樓","1F., No. 30, Ln. 12, Guangfeng 1st St., Bade Dist., Taoyuan City","1968-06-28","1976-04-20","Current","20","TSE","03-3637818","http://www.kfic.com.tw","邱文達","邱文達","黃麗玲(財務長)","陳素靜(會計副理)","33","1853421680","M29A 百貨批發","M9900 其他","M29A1 百貨購物中","其他","M29A","百貨批發","M29A1","百貨購物中","家用紡織品進出口銷售業務","委託興建國民住宅,商業大樓出租出售業務","0","2019/12:商場及其他租賃(89.6%),營建(10.4%)","1976-04-20","1976-03-10","0000-00-00","0000-00-00","0000-00-00",\N
"116","1417 嘉裕","嘉裕","嘉裕","Carnival Industrial Corp.","Carnival","1417","ID 11825825","台北市大安區仁愛路四段25號 7樓","7/F, 25, Jen Ai Rd. Sec.4, Taipei, Taiwan","1969-12-12","1976-12-28","Current","4","TSE","02-27113171","http://www.carnival.com.tw/cnl/investor_zone","嚴陳莉蓮","張祖蕙","陳俊宏(財務部經理)","陳俊宏(財務長)","1045","1899418400","M14C 成衣","M1400 紡織纖維","M14C1 成衣製造","紡織纖維","M14C","成衣","M14C1","成衣製造","男女成衣","0","0","2019/12:服飾銷售部(80.5%),成衣(19.5%)","1976-12-28","1976-12-28","0000-00-00","0000-00-00","0000-00-00",\N
"117","1418 東華","東華","東華合纖","Tong-Hwa Synthetic Fiber Company Limited","Tong-Hwa","1418","ID 11083148","台北市中正區新生南路一段56號9 樓","9F, No.56, Xinsheng S. Rd., Sec.1, Taipei, Taiwan","1970-03-02","1977-02-14","Current","4","TSE","02-23967768","http://thfin.myweb.hinet.net","林河輝","林壯儒","葉燕玲(協理)","葉燕玲(協理)","178","568343090","M14B 棉紡","M1400 紡織纖維","M14B2 亞克力纖維","紡織纖維","M14B","棉紡","M14B2","亞克力纖維","聚丙烯青合成纖維,聚丙烯青梳毛條之製造及內外銷","生產聚丙烯青紗內外銷","聚尿酯系纖維及其原料之製造.加工及內外銷","2019/12:聚丙烯(月青)纖維(100%)","1977-02-14","1977-02-14","0000-00-00","0000-00-00","0000-00-00",\N
"118","1419 新紡","新紡","新光紡織","Shinkong Textile Co., Ltd.","Shinko.Textile","1419","ID 07435901","台北市中山區南京東路二段123 號11樓","11/F, 123, Nanking E. Rd., Sec.2, Taipei, Taiwan","1955-06-06","1977-03-14","Current","4","TSE","02-25071251","http://www.sktextile.com.tw","吳昕恩","邱錦發","柯夙娟(協理)","邱錦發(總經理)","361","3000412800","M14C 成衣","M1400 紡織纖維","M14C2 織布","紡織纖維","M14C","成衣","M14C2","織布","紡織品及針織品之製造、加工買賣及門市零售業務","紡織品及針織品成衣加工、製造、買賣及門市零售業務","委託營造廠興建商業大樓及國民住宅出租出售業務","2019/12:布(53.2%),零售及成衣(25.6%),租金收入(16.5%)","1977-03-14","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"119","1423 利華","利華","利華羊毛工業","Reward Wool lndustry Corporation","Reward Wool","1423","ID 11311608","台北市大安區忠孝東路四段 310號12樓","12/F, 310, Chung Hsiao E. Rd. Sec.4, Taipei, Taiwan","1964-07-23","1979-04-02","Current","4","TSE","02-27811161","http://www.reward.com.tw","應柔爾","應柔爾","楊遵五(副經理)","余美蘭(副總經理)","84","1384000000","M14D 毛紡","M1400 紡織纖維","M14D2 毛紡","紡織纖維","M14D","毛紡","M14D2","毛紡","毛條(包括炭化羊毛)之製造及銷售業務","其他羊毛之防縮、染整加工業務","前列各款所列有關業務之進出口業務","2019/12:防縮毛條(65%),毛條(30.1%),炭化毛(4.9%)","1979-04-02","1978-08-29","0000-00-00","0000-00-00","0000-00-00",\N
"120","1424 新東","新東","新東紡織","New East Textile Co., Ltd.","New East Textile","141281","ID 58550903","彰化縣和美鎮彰美路三段 2號","0","1965-08-28","1979-07-17","Current","4","0","04-7354671","0","黃振乾","林本","0","呂保民(副理)","545","337070000","M14B 棉紡","0","M14B1 聚酯紗棉紗","0","M14B","棉紡","M14B1","聚酯紗棉紗","棉紗, 混紡紗, 空氣精紡紗","0","0","1997/12:加工業務(56.5%),混紡紗(43.5%)","1993-04-01","1978-08-28","0000-00-00","1993-12-01","2002-08-06",\N
"121","1425 福昌","福昌","福昌紡織電子","Lucky Textile Industries Corporation","Lucky Textile Ind.","142122","ID 03517212","台北市大安區仁愛路四段25號 6樓","6/F, 25, Jen Ai Rd. Sec.4, Taipei, Taiwan","1968-07-12","1979-08-25","Current","4","0","02-27510135","0","吳峰智","吳峰智","0","李健","35","1010000000","M14C 成衣","0","M14C1 成衣製造","0","M14C","成衣","M14C1","成衣製造","成衣, 針織品","0","0","1996/12:成衣(70.4%),其他(19.5%),特多龍絲(10.2%)","1979-08-25","1979-05-18","0000-00-00","1998-03-21","1999-01-19",\N
"122","1427 鴻通","鴻通","鴻通工業","Hung Tung Co., Ltd.","Hung Tung","1427","ID AAAA1427","0","0","0000-00-00","1981-01-05","Current","4","0","0","0","0","0","0","0","0","0","M14Z 其他紡織","0","M14Z 其他紡織","0","M14Z","其他紡織","M14Z","其他紡織","0","0","0","0","1981-01-05","0000-00-00","0000-00-00","1986-09-09","1988-09-16",\N
"123","1429 新奇","新奇","新奇毛紡廠","Shine Chin Woollen Mill Co., Ltd.","Shine Chin Wool","140892","ID 43366844","桃園縣桃園市永安路 509號","0","1967-07-20","1981-02-24","Current","4","0","03-3363181","0","林河鑽","劉台安","0","吳再生(經理)","0","381348000","M14B 棉紡","0","M14B1 聚酯紗棉紗","0","M14B","棉紡","M14B1","聚酯紗棉紗","紡織人纖","0","0","0","1981-02-24","0000-00-00","0000-00-00","1990-09-12","1994-02-14",\N
"124","1431 新燕","新燕","新燕實業","Shin Yen Textile Co., Ltd.","Shin Yen Textile","143640","ID 07487111","台北市中山區中山北路一段11號17樓","17/F, 11, Chungshan N. Rd., Sec. 1, Taipei, Taiwan","1968-04-11","1982-02-25","Current","4","0","02-25222388","http://www.shinyen.com.tw","秦綏遠","陳秋華","戴銀華","曾世榮(特助)","90","2789250000","M14B 棉紡","0","M14B2 亞克力纖維","0","M14B","棉紡","M14B2","亞克力纖維","紡織","營建","0","2001/12:營建(69.4%),亞克力棉/尼龍(23.4%),亞克力棉/羊毛(7.2%)","1982-02-25","0000-00-00","0000-00-00","2002-11-08","2002-11-21",\N
"125","1432 大魯閣","大魯閣","大魯閣實業","TRK Corporation","Taroko","1432","ID 04690983","台中市東區復興路 4段 186號 9樓","9F., No186, Sec 4, Fusing Rd., East Dist., Taichung","1973-07-18","1982-07-26","Current","18","TSE","04-36118888","http://www.taroko.com.tw/c/index.php","林曼麗","謝國棟","葉能律","許俊麒","593","750000000","M29A 百貨批發","M2900 貿易百貨","M29A1 百貨購物中","貿易百貨","M29A","百貨批發","M29A1","百貨購物中","商場開發","休閒育樂","策略事業","2019/12:休閒事業(61.3%),百貨(38.7%)","1982-07-26","1981-09-09","0000-00-00","0000-00-00","0000-00-00",\N
"126","1434 福懋","福懋","福懋興業","Formosa Taffeta Co., Ltd.","Formosa Taffeta","1434","ID 14001199","雲林縣斗六市榴中里石榴路 317號","317, Shih Liu Rd., Tou Liu City, Yunlin Hsien, Taiwan","1973-04-19","1985-12-24","Current","4","TSE","05-5573966","http://www.ftc.com.tw","王文淵","李敏章","鄭宏寧(管理總部經理)","李敏章(總經理)","7315","16846646370","M14C 成衣","M1400 紡織纖維","M14C2 織布","紡織纖維","M14C","成衣","M14C2","織布","尼龍多富達布、聚酯布、傘骨槽骨、輪胎簾布、棉紗、人造棉紗","合成纖維紗、混紡紗、織布染整、成衣、被單、床單等及其相關製品","製造高分子聚合物製品、防彈衣背心、夾克、工業用工作服","2019/12:聚胺/聚酯布(42.3%),油品(32%),聚胺/聚酯簾布(20.8%)","1985-12-24","1981-09-22","0000-00-00","0000-00-00","0000-00-00",\N
"127","1435 中福","中福","中福國際","Chung Fu Tex-International Corporation","C.F.CORP.","1435","ID 03101946","新北市中和區景平路666 號 2樓","2F., No.666, Jingping Rd., Zhonghe Dist., New Taipei City, Taiwan","1971-01-15","1987-12-28","Current","20","TSE","02-82422881","http://www.chungfutex.com.tw","黃立中","黃立中","10204起NA","廖桂珍(稽核室協理)","27","1397801000","M23E 網路設備","M9900 其他","M23E1 數據機","其他","M23E","網路設備","M23E1","數據機","倉儲業","國際貿易,服飾批發,煙酒零售","電信器材批發業,電子材料批發業","2019/12:倉儲(99.1%),其他(0.9%)","1987-12-28","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"128","1436 華友聯","華友聯","華友聯開發","HUA YU LIEN Development Co., LTD","HUA YU LIEN","1436","ID 07510318","台北市中正區愛國東路22號14樓","14F, No.22, Ai-Kuo E Rd., Taipei, Taiwan","1967-01-31","1988-04-11","Current","14","TSE","02-23973711","http://www.huakai.com.tw/","陸炤廷","陸炤廷","林紹詳(財務部經理)","吳家德(副總經理)","90","956340000","M25A 建設","M2500 建材營造","M25A 建設","建材營造","M25A","建設","M25A","建設","住宅及大樓開發租售業","休閒活動場館業","餐館業","2019/12:房屋銷售(99.5%),商場出租(0.5%)","1988-04-11","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"129","1437 勤益控","勤益控","勤益投資控股","GTM Holdings Corporation","GTM","1437","ID 35535607","台北市大安區忠孝東路四段320 號9 樓","9/F, 320, Chung Hsiao E. Rd., Sec.4, Taipei, Taiwan","1961-02-23","1988-11-10","Current","20","TSE","02-27415000","http://www.gtm.com.tw","顧肇基","顧立楷","曾瑞澤(協理)","馮于珍(會計部協理)","16","2033712840","M25F 物業管理","M9900 其他","M25F 物業管理","其他","M25F","物業管理","M25F","物業管理","一般投資業","0","0","2019/12:電子代工(65.6%),布疋(29.2%),其他(4.7%)","1988-11-10","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"130","1438 三地開發","三地開發","三地開發地產","SanDi Properties Co.,Ltd.","SanDi","1438","ID 03561011","高雄市苓雅區中正 2路 175號16-3樓","16F.-3, No. 175, Zhongzheng 2nd Rd., Lingya Dist., Kaohsiung City","1955-10-11","1988-12-15","Current","14","TSE","07-2259599","http://www.sandirealestate.com.tw/","鍾育霖","鍾育霖","10912起NA","鍾育霖(董事長)","12","1024115000","M25A 建設","M2500 建材營造","M25A 建設","建材營造","M25A","建設","M25A","建設","委託營造廠商興建商業大樓、工業大樓及住宅出租出售業務。","紡織工業之產銷及其附屬事業暨投資金融與其他經濟事業。","0","2019/12:百貨(100%)","1988-12-15","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"131","1439 中和","中和","中和羊毛工業","ChuWa Wool Industry Co., (Taiwan) Ltd.","Chuwa Wool","1439","ID 11113403","台北市信義區忠孝東路 4段557-1 號19樓","19F, No.557-1, Sec 4 Zhongxiao East Rd., Xinyi Dist., Taipei","1964-10-01","1989-05-22","Current","4","TSE","02-27566777","http://www.chuwa.com.tw","侯嘉騏","劉先雯","蔣中瑋(財務會計部協理)","蔣中瑋(財務會計部協理)","25","920000000","M14D 毛紡","M1400 紡織纖維","M14D2 毛紡","紡織纖維","M14D","毛紡","M14D2","毛紡","防縮羊毛之銷售","毛條之銷售","不動產租賃","2019/12:毛條(69.6%),防縮毛條(30.4%),其他(0.1%)","1989-05-22","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"132","1440 南紡","南紡","台南紡織","Tainan Spinning Co., Ltd.","Tainan Spinning","1440","ID 68919301","台南市東區裕農路511 號","No.511 , Yu-Nung Road, East Dist., Tainan City, Taiwan","1955-03-21","1989-10-03","Current","4","TSE","06-2376161","http://www.tainanspin.com.tw","侯博明","王立範","林祺傑(財務主管)","莊景堯(協理)","6794","16568158570","M14A 人纖","M1400 紡織纖維","M14A1 聚酯絲棉","紡織纖維","M14A","人纖","M14A1","聚酯絲棉","各種紡織品之製造加工及販賣","有關合成纖維製品之製造及販賣","委託營造廠興建國民住宅、商業大樓出租、出售業務","2019/12:棉紗(45.2%),其他(13.5%),聚酯棉(10.6%)","1989-10-03","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"133","1441 大東","大東","大東紡織","Tah Tong Textile Co., Ltd.","Tah Tong Textile","1441","ID 51037304","台北市中山區南京東路三段346 號3 樓","3/F, 346, Nanking E. Rd., Sec.3, Taipei, Taiwan","1958-03-15","1989-10-27","Current","4","TSE","02-27522244","http://www.tahtong.com.tw","陳修忠","陳建州","莊進銘(副總經理)","陳建州(總經理)","733","1008000000","M14B 棉紡","M1400 紡織纖維","M14B1 聚酯紗棉紗","紡織纖維","M14B","棉紡","M14B1","聚酯紗棉紗","棉紗，混紡紗，化纖紗","布","營建","2019/12:紗(77.8%),布(20.1%),其他(1%)","1989-10-27","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"134","1442 名軒","名軒","名軒開發","Advancetek Enterprise Co., Ltd.","Advancetek Ent.","1442","ID 04615057","新北市五股區成泰路一段189 巷16號5 樓","5F., No.16, Ln. 189, Sec. 1, Chengtai Rd., Wugu Dist., New Taipei City, Taiwan","1974-07-18","1989-11-16","Current","14","TSE","02-82922288","http://www.advancetek.com.tw","吳泓瑩","吳勝利","黃慧勤(副理)","吳勝利(執行副總經理)","41","3662113580","M25A 建設","M2500 建材營造","M25A 建設","建材營造","M25A","建設","M25A","建設","營建","0","0","2019/12:建設部門(98.6%),其他(1.5%)","1989-11-16","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"135","1443 立益","立益","立益紡織","Lily Textile Co., Ltd.","Lily Textile","1443","ID 04287483","台北市大同區西寧北路70號6 樓","6TH FLOOR 70,HSI NING NORTH ROAD.TAIPEI,TAIWAN,R.O.C","1972-11-25","1990-04-21","Current","4","TSE","02-25557680","http://www.lily.com.tw","蘇東榮","蘇慶源","陳艷鈴(財務經理)","蘇東榮(董事長)","84","1353430110","M14B 棉紡","M1400 紡織纖維","M14B1 聚酯紗棉紗","紡織纖維","M14B","棉紡","M14B1","聚酯紗棉紗","倉儲、物流、理貨加工","電子商務、棉紡","委託營造廠商興建商業大樓及國民住宅出租出售","2019/12:物流(48.7%),紡織(28.8%),其他(22.5%)","1990-04-21","1988-04-06","0000-00-00","0000-00-00","0000-00-00",\N
"136","1444 力麗","力麗","力麗企業","Lealea Enterprise Co., Ltd.","Lealea","1444","ID 07663290","台北市中山區松江路162 號11樓","11/F, 162, Song Chinag Rd., Taipei, Taiwan","1979-01-15","1990-08-08","Current","4","TSE","02-21002888","https://www.lealeagroup.com.tw/","郭紹儀","郭紹儀","柯佩君(副理)","陳漢卿(副總經理)","1794","9573029420","M14A 人纖","M1400 紡織纖維","M14A2 加工絲","紡織纖維","M14A","人纖","M14A2","加工絲","聚酯纖維加工絲","聚酯原絲","聚酯粒","2019/12:加工絲(DTY)(49.6%),瓶用聚脂粒(17.8%),聚酯粒(14.2%)","1990-08-08","1989-11-18","0000-00-00","0000-00-00","0000-00-00",\N
"137","1445 大宇","大宇","大宇紡織","Universal Textile Co., Ltd.","Universal Textile","1445","ID 07015014","台北市大同區西寧北路62之 5號 7樓","7/F, 62-5, Sining N. Rd., Taipei, Taiwan, R.O.C","1969-09-12","1991-02-05","Current","4","TSE","02-25523977","http://www.utc.tw","張煜生","姚炳楠","林玉津(會計主管)","姚炳楠(總經理)","383","1306660340","M14C 成衣","M1400 紡織纖維","M14C2 織布","紡織纖維","M14C","成衣","M14C2","織布","各種紡織品之製造,加工染整及營銷","有關前項有關原料,材料及成品之進出口貿易業務","委託營造廠商興建商業大樓,國民住宅之出租出售事業","2019/12:合成纖維布(51%),加工絲(DTY)(45.8%),原物料,胚布,自建房地(3.2%)","1991-02-05","1990-02-21","0000-00-00","0000-00-00","0000-00-00",\N
"138","1446 宏和","宏和","宏和精密紡織","Hong Ho Precision Textile Co., Ltd.","Hong Ho Precision","1446","ID 73641170","台南市永康區中山南路473 號","No.473, Zhongshan S. Rd., Yongkang Dist., Tainan City , Taiwan","1978-06-09","1991-10-15","Current","4","TSE","06-2333133","http://www.hongho.com.tw","黃大功","何天明","陳永祿(經理)","張滄祐(經理)","71","1377095130","M14C 成衣","M1400 紡織纖維","M14C2 織布","紡織纖維","M14C","成衣","M14C2","織布","紡織","成衣","0","2019/12:胚布(42.7%),成品布(31%),營建(25.8%)","1991-10-15","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"139","1447 力鵬","力鵬","力鵬企業","Li Peng Enterprise Co., Ltd","Li Peng","1447","ID 33955322","台北市中山區松江路 162號 6樓","6/F, 162, Sungchiang Rd., Taipei, Taiwan","1975-08-20","1992-01-28","Current","4","TSE","02-21002888","http://www.lipeng.com.tw","郭紹儀","郭紹儀","王儷燕(副理)","陳漢卿(副總經理)","1281","9144872420","M14A 人纖","M1400 紡織纖維","M14A7 尼龍絲","紡織纖維","M14A","人纖","M14A7","尼龍絲","特多龍","尼龍織布","尼龍絲","2019/12:尼龍粒(54%),平織布(21.4%),尼龍絲(16.1%)","1992-01-28","1990-10-06","0000-00-00","0000-00-00","0000-00-00",\N
"140","1449 佳和","佳和","佳和實業","Chia Her Industrial Co., Ltd","Chia Her","1449","ID 72055019","台南市新市區三舍里 207號","No.207, Sanshe Vil., Xinhua Dist., Tainan City, Taiwan","1972-12-12","1992-05-06","Current","4","TSE","06-7029961","http://www.chgtex.com","翁茂鍾","吳建東","方平煌(協理)","方平煌(協理)","843","834705000","M14C 成衣","M1400 紡織纖維","M14C2 織布","紡織纖維","M14C","成衣","M14C2","織布","纖維紡織品之加工及買賣","紡織品及機械之進出口及買賣","委託興建商業大樓等","2019/12:成品布(86.7%),毛紗(7%),其他(3.4%)","1992-05-06","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"141","1450 新藝","新藝","新藝纖維","Shin Yih Fiber Industrial Co., Ltd.","Shin Yih Fiber","1450","ID 72055572","台南市台南科技工業區本田街二段500 號","500, BenTyan St., Sec.2, Tainan, Taiwan, R.O.C","1973-06-28","1992-10-07","Current","4","0","06-3840088","http://www.shinye.com.tw","謝耀旗","謝耀堂","謝耀堂(總經理)","莊炳焜(協理)","27","1096028980","M14B 棉紡","0","M14B2 亞克力纖維","0","M14B","棉紡","M14B2","亞克力纖維","各種化學纖維、天然纖維之紡製、混紡及空氣精紡紗品之加工買賣。","各種平織布、針織布、橫編毛衣之製造、染整加工及買賣業務。","前各項有關原料及產品之進出口業務及經營汽電共生業。","2004/12:其他(78.3%),亞克力紗(21.6%),混紡紗 (環錠紗)(0.2%)","1992-10-07","1992-10-07","0000-00-00","2005-07-05","2005-08-24",\N
"142","1451 年興","年興","年興紡織","Nien Hsing Textile Co., Ltd.","Nien Hsing Textile","1451","ID 22266307","苗栗縣後龍鎮東明里 8鄰下浮尾 119之 3號","119-3, Hsia Fu Wei, Hou Lung Town, Miaoli Shien, TW","1986-10-13","1992-12-21","Current","4","TSE","037-728711","https://www.nhjeans.com/","陳朝國","蔡樹軒","劉恩孜(財務主管)","蔡樹軒(總經理)","17269","1980000000","M14C 成衣","M1400 紡織纖維","M14C1 成衣製造","紡織纖維","M14C","成衣","M14C1","成衣製造","紡紗業","織布業","成衣業","2019/12:牛仔成衣(50.2%),牛仔布(44.1%),環錠紗(5.7%)","1992-12-21","1990-08-29","0000-00-00","0000-00-00","0000-00-00",\N
"143","1452 宏益","宏益","宏益纖維工業","Hong Yi Fiber Ind. Co., Ltd.","Hong Yi Fiber","1452","ID 43121481","台北市大同區塔城街66號 6樓","6/F, 66, TaCheng St. Taipei, Taiwan","1968-08-23","1992-12-28","Current","4","TSE","02-25521191","http://www.hongyilon.com.tw","施振榮","羅昭甲","施淑賢(協理)","羅昭甲(總經理)","261","1326414000","M14A 人纖","M1400 紡織纖維","M14A2 加工絲","紡織纖維","M14A","人纖","M14A2","加工絲","聚酯加工絲","0","0","2019/12:聚酯加工絲(99.8%),其他(0.2%)","1992-12-28","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"144","1453 大將","大將","大將開發","Ta Jiang Co., Ltd.","Ta Jiang","1453","ID 07617901","台北市大安區敦化南路二段71號6 樓","6/F, No.71, Sec.2, Tung Hwa S. Rd., Taipei, Taiwan","1978-04-15","1993-04-19","Current","4","TSE","02-27069999","http://www.tajiang.com.tw","葉義雄","葉義雄","余明德(財務經理)","葉義雄(董事長)","20","1006149810","M25A 建設","M1400 紡織纖維","M25A 建設","紡織纖維","M25A","建設","M25A","建設","營建","紡織","0","2019/12:營建(99.4%),成品紗(0.6%)","1993-04-19","1990-08-27","0000-00-00","0000-00-00","0000-00-00",\N
"145","1454 台富","台富","台灣富綢纖維","Taiwan Taffeta Fabric Co., Ltd.","Taiwan Taffeta","1454","ID 04301794","台北市大同區西寧北路70之 1號 8樓","8/F, 70-1, Hsi Ning N. Rd., Taipei, Taiwan","1973-06-01","1993-05-07","Current","4","TSE","02-25568282","http://www.ttfco.com","張煜生","莊燿銘","吳長智(經理)","莊燿銘(總經理)","442","1298338480","M14C 成衣","M1400 紡織纖維","M14C2 織布","紡織纖維","M14C","成衣","M14C2","織布","特多龍布","特多龍紗","0","2019/12:紗(44.5%),成品布(44%),胚布(9.7%)","1993-05-07","1991-10-04","0000-00-00","0000-00-00","0000-00-00",\N
"146","1455 集盛","集盛","集盛實業","Zig Sheng Industrial Co., Ltd.","Zig Sheng","1455","ID 43295237","台北市大同區西寧北路70號 2樓","2/F, 70, Shi-Ning N. Rd., Taipei, Taiwan","1969-08-18","1993-10-07","Current","4","TSE","02-25557151","http://www.zigsheng.com","葉守焞","蘇百煌","顏仲梓(特助)","蘇百煌(總經理)","1272","5316883800","M14A 人纖","M1400 紡織纖維","M14A7 尼龍絲","紡織纖維","M14A","人纖","M14A7","尼龍絲","各種纖維絲、人造棉絲、尼龍絲之紡製、","織造、染整、印花、加工、買賣。","石油化學工業纖維原料生產、銷售及進出口買賣。","2019/12:尼龍粒(44.5%),加工絲(DTY)(32.2%),尼龍絲(18.2%)","1993-10-07","1991-11-13","0000-00-00","0000-00-00","0000-00-00",\N
"147","1456 怡華","怡華","怡華實業","I-Hwa Industrial Co., Ltd.","I-Hwa Industrial","1456","ID 33144175","台北市內湖區內湖路一段392 號12樓之1","12-1/F, No.392, Sec.1, Nei-Hu Rd., Taipei, Taiwan","1968-08-02","1993-12-09","Current","4","TSE","02-87978780","http://www.ihwa.com.tw","黃士豪","黃士豪","陳玉堅(財務副總)","李世豪(經理)","48","937200000","M14C 成衣","M1400 紡織纖維","M14C2 織布","紡織纖維","M14C","成衣","M14C2","織布","成品布製造買賣","毛紗，棉紗製造買賣","染料製造買賣","2019/12:不動產-房地建物(74.5%),其他(25.5%),成品布(0.1%)","1993-12-09","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"148","1457 宜進","宜進","宜進實業","Yi Jinn Ind. Co., Ltd.","Yi Jinn","1457","ID 07669338","台北市內湖區瑞光路607 號7 樓","7/F, 607, Jui Kwang Rd., Taipei, Taiwan","1981-03-24","1994-10-20","Current","4","TSE","02-26575859","http://www.yijinn.com.tw","詹正田","翁茂誠","賴毓敏(副總經理)","張恒嘉(協理)","486","3016476400","M14A 人纖","M1400 紡織纖維","M14A2 加工絲","紡織纖維","M14A","人纖","M14A2","加工絲","各種人造纖維及其製品之假撚製造加工買賣","各種合成纖維伸縮尼龍絲特多龍絲之製造加工及內外銷。","委託營造廠商興建國民住宅商業大樓之出租出售等。","2019/12:聚酯絲(45.9%),聚酯加工絲(25.2%),平織布(15.3%)","1994-10-20","1991-12-17","0000-00-00","0000-00-00","0000-00-00",\N
